1 2 3 => BOB
1 3 2 => ALICE
2 1 3 => ALICE
2 3 1 => ALICE
3 1 2 => ALICE
3 2 1 => BOB

1 2 3 4 => BOB
1 2 4 3 => ALICE
1 3 2 4 => ALICE
1 3 4 2 => ALICE
1 4 2 3 => ALICE
1 4 3 2 => ALICE
2 1 3 4 => ALICE
2 1 4 3 => BOB
2 3 1 4 => ALICE
2 3 4 1 => ALICE
2 4 1 3 => BOB
2 4 3 1 => ALICE
3 1 2 4 => ALICE
3 1 4 2 => BOB
3 2 1 4 => ALICE
3 2 4 1 => ALICE
3 4 1 2 => BOB
3 4 2 1 => ALICE
4 1 2 3 => ALICE
4 1 3 2 => ALICE
4 2 1 3 => ALICE
4 2 3 1 => ALICE
4 3 1 2 => ALICE
4 3 2 1 => ALICE
6 2 4 1 3 5 => ALICE
6 2 4 1 5 3 => ALICE
6 2 4 3 1 5 => ALICE
6 2 4 3 5 1 => ALICE
6 2 4 5 1 3 => ALICE
6 2 4 5 3 1 => ALICE
6 2 5 1 3 4 => ALICE
6 2 5 1 4 3 => ALICE
6 2 5 3 1 4 => ALICE
6 2 5 3 4 1 => ALICE
6 2 5 4 1 3 => ALICE
6 2 5 4 3 1 => ALICE
6 3 1 2 4 5 => ALICE
6 3 1 2 5 4 => ALICE
6 3 1 4 2 5 => ALICE
6 3 1 4 5 2 => ALICE
6 3 1 5 2 4 => ALICE
6 3 1 5 4 2 => ALICE
6 3 2 1 4 5 => ALICE
6 3 2 1 5 4 => ALICE
6 3 2 4 1 5 => ALICE
6 3 2 4 5 1 => ALICE
6 3 2 5 1 4 => ALICE
6 3 2 5 4 1 => ALICE
6 3 4 1 2 5 => ALICE
6 3 4 1 5 2 => ALICE
6 3 4 2 1 5 => ALICE
6 3 4 2 5 1 => ALICE
6 3 4 5 1 2 => ALICE
6 3 4 5 2 1 => ALICE
6 3 5 1 2 4 => ALICE
6 3 5 1 4 2 => ALICE
6 3 5 2 1 4 => ALICE
6 3 5 2 4 1 => ALICE
6 3 5 4 1 2 => ALICE
6 3 5 4 2 1 => ALICE
6 4 1 2 3 5 => ALICE
6 4 1 2 5 3 => ALICE
6 4 1 3 2 5 => ALICE
6 4 1 3 5 2 => ALICE
6 4 1 5 2 3 => ALICE
6 4 1 5 3 2 => ALICE
6 4 2 1 3 5 => ALICE
6 4 2 1 5 3 => ALICE
6 4 2 3 1 5 => ALICE
6 4 2 3 5 1 => ALICE
6 4 2 5 1 3 => ALICE
6 4 2 5 3 1 => ALICE
6 4 3 1 2 5 => ALICE
6 4 3 1 5 2 => ALICE
6 4 3 2 1 5 => ALICE
6 4 3 2 5 1 => ALICE
6 4 3 5 1 2 => ALICE
6 4 3 5 2 1 => ALICE
6 4 5 1 2 3 => ALICE
6 4 5 1 3 2 => ALICE
6 4 5 2 1 3 => ALICE
6 4 5 2 3 1 => ALICE
6 4 5 3 1 2 => ALICE
6 4 5 3 2 1 => ALICE
6 5 1 2 3 4 => ALICE
6 5 1 2 4 3 => ALICE
6 5 1 3 2 4 => ALICE
6 5 1 3 4 2 => ALICE
6 5 1 4 2 3 => ALICE
6 5 1 4 3 2 => ALICE
6 5 2 1 3 4 => ALICE
6 5 2 1 4 3 => ALICE
6 5 2 3 1 4 => ALICE
6 5 2 3 4 1 => ALICE
6 5 2 4 1 3 => ALICE
6 5 2 4 3 1 => ALICE
6 5 3 1 2 4 => ALICE
6 5 3 1 4 2 => ALICE
6 5 3 2 1 4 => ALICE
6 5 3 2 4 1 => ALICE
6 5 3 4 1 2 => ALICE
6 5 3 4 2 1 => ALICE
6 5 4 1 2 3 => ALICE
6 5 4 1 3 2 => ALICE
6 5 4 2 1 3 => ALICE
6 5 4 2 3 1 => ALICE
6 5 4 3 1 2 => ALICE
6 5 4 3 2 1 => ALICE

<<<<<<<--------->>>>>>>>
  -3  -3  -3   2  -3  -3  -3  -3  -3  -3   2   2   2  -3  -3
   2   6   9  15  12   8  10  13   1  11   5   4   3  14   7 => ALICE

  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   8   9  14  12   7   5  10  13   4   1   6  15   3  11   2 => BOB

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   8  12   9   5  13  10   6  11   2   1  14   7   4  15   3 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  13   1   8   6   2  14  15   4   9   5  10  12   3  11   7 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   8   5   3  14  15  10  11  13   4   1   6   2  12   9   7 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   7   3  14   6   9   5  15   8  13   1   2  10   4  12  11 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   9  12   6  14  13  11   1  15   2   8   4  10   7   3   5 => ALICE

  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   6   9   1  15  14  10   7   2   8  13  11  12   5   4   3 => BOB

  -3  -3   2  -3   2  -3  -3   2  -3  -3  -3  -3  -3   2  -3
   1   9  13   4  12   5  14  10   6  15   8   3   7   2  11 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   5   6   7  11   1  14   4  15   3   8  10   9  13  12 => ALICE

  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   8  15   9  12  13   1   3   6   5   7  10   4  11  14   2 => BOB

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   5   8   9   7   1  13   2   6  10  14   3  15  11   4  12 => ALICE

   2   2  -3   2  -3  -3  -3   2   2  -3  -3   2   2   2   2
   2   3  11   4   1   6   5  15  14   9  13   8  10   7  12 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  13   8   4  15   7   1  14   3  10   5   6  11   9  12   2 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  14   8   4   1  13  15   5   7  12   3   6   2  10  11   9 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   5   1   9   6   4  10  15   8  14  13   3   7  12  11 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  13   4   6  12   8   1   7   9   2  15  14   3  10   5  11 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   8   9  12  10   2   1   6   7  14  15   4  13   5   3  11 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  15   5   2  14   1   7   4  12  13  11   8   3   6  10   9 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  10   4  11  13  14   1   2   3   7   5   6  12  15   9   8 => ALICE

  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   1  13  11   4   2   8   3   7  10  12  15   9   6  14   5 => BOB

  -3  -3   2   2   2   2   2   2   2  -3   2  -3  -3  -3  -3
  12   5  15  14   2   7   3   6   4  13   1  10  11   8   9 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   4  11  10   9  13   7   2  15   1  14   8  12   6   3   5 => ALICE

  -3   2   2  -3  -3  -3   2   2   2  -3  -3   2   2   2  -3
   8  13  11   3   2  14   7   9  10  15   4   6   5   1  12 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   8  10   3  11   6   9  12   5   7   2   1  14  13   4  15 => ALICE

   2  -3  -3   2   2   2   2  -3   2  -3   2  -3   2   2  -3
   9   6   3   8   7  13  14  12   4  11   2  10  15   1   5 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6  13   5  11   1  10  12   7  15   3  14   2   9   4   8 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   9   2  11  10  14  12   6   3   7   4  13   8   5  15   1 => ALICE

   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   8   9  11  13  15   3  10   2   1   5  12   7   4  14 => ALICE

  -3  -3  -3   2  -3  -3  -3  -3  -3  -3  -3  -3   2  -3   2
   3   4   6  14   2   1   8  12  13   9  10  11   7  15   5 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   5  14   4   6   3   9  13   7   1  10   8  15  11  12   2 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   5  10   9  13   6  15  11   1   8  14  12   7   2   4   3 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   2   5  10  11   1   7  12   3  13   4  14  15   8   9 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   8   2  11   1  12  15   7   5   9  14  13   4  10   3 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  15   9   8   5  12  10  13   7  11   3  14   6   4   2   1 => BOB
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   1  12   4   3   7  14   9  13  15   6   8  10  11   5   2 => ALICE
  -3  -3   2  -3  -3   2   2   2   2   2  -3  -3   2  -3  -3
   6   4  15  12  13  10   1   9   3   5  11  14   2   7   8 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  15  10   1   7   5  12  14   6   2  13   9   8  11   4   3 => BOB
  -3  -3  -3  -3   2  -3  -3  -3  -3   2  -3   2   2  -3   2
   6   3   4   7  15   1  12   5   8  11  13  10   9  14   2 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  14   4  10   2   7   3   6   5   8  11  13   1  12  15   9 => BOB
   2  -3   2  -3  -3  -3  -3  -3   2  -3   2  -3  -3  -3  -3
  15   5  12   7   1   4  10   6   3   9   2   8  11  14  13 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  10   5   4   3   9   8  15   1  14  12   7   6  13   2  11 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   4  14   6  13   9   7   5   8   2   3  12  15  10   1  11 => BOB
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   7  13   5  10   6  15   4   3   8   1   2  14   9  12  11 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   3  15  14  11   4  12   5   9   8  13   2  10   1   7   6 => BOB
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   7  12  13   3  15   9   4  11   5   1  10   6   2  14   8 => ALICE
   2   2   2   2  -3  -3   2   2  -3   2  -3  -3   2   2  -3
  11   5   7   8   2   4  10  12   6  13   9  15   3   1  14 => ALICE
   2   2   2   2  -3  -3  -3  -3  -3  -3  -3  -3  -3   2   2
   3   4  14  13   2   1   9  10   5  15   8  12  11   7   6 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   7   1   4  13   2   8   5  15   3  14  12  10  11   9 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   3   1  13  14  10  12   5  11   4   6  15   9   7   2   8 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   3  14   6  13   4  10   7   5   9   2  12   1   8  11  15 => BOB
   2   2  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3   2
  15  14   7   4   2  13   9   5   8   1  11   3   6  10  12 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  12  11   1   3  10  14   7  15   6   5   4  13   8   9   2 => BOB
  -3  -3  -3   2   2   2   2   2   2  -3  -3   2   2   2   2
   3   1   8  14   4  10   5   9   6  13  12   7   2  11  15 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   9   8  12  15  10  14  11   7   5   3   6   4   2  13   1 => BOB
   2  -3   2  -3  -3  -3   2  -3  -3  -3  -3   2  -3  -3  -3
  15   5  14   2   4  10   6   3   7   9  12   1   8  13  11 => ALICE
  -3  -3   2   2   2  -3   2   2   2   2   2   2  -3  -3  -3
  11   6  15   1  13   4   2  12   9   3   7   5  14  10   8 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   3  15  11  10   2   1   8  14   5   9  13   6  12   4   7 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   1   3  14   8  15   9   2   7  10   6   4  13  12  11   5 => ALICE
  -3  -3   2  -3  -3   2   2  -3  -3  -3   2   2  -3   2   2
   4   7  12   1   3  11  10  14   2  13   8   6   9  15   5 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  14   9  10   1   8   5  15   2  12   6  13   3   7  11   4 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  12   7  11  13   9   8  15   1  10  14   4   2   5   3   6 => ALICE
  -3  -3  -3  -3   2   2  -3  -3   2   2  -3  -3  -3  -3  -3
   3   7  11   2  15  14   6  13   9   8   4  10   1  12   5 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   3   5   8   4   2  14  15  12   6  11  10   9  13   7   1 => BOB
  -3  -3  -3  -3  -3  -3   2  -3  -3  -3  -3   2   2   2  -3
   3   1  14  15   5   2  11   7   9  10  13   8   6   4  12 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   4   1  13   7   5  14   8  12  10  11   2  15   6   9   3 => ALICE
  -3   2   2  -3   2   2  -3   2  -3   2  -3   2  -3   2   2
   4   1  13   9   3   6  12   8  14  10   5  11   7   2  15 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   2   9  13   4   8   6   1   3  15  11  10  14   5   7  12 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  10   2  13   7  14   5  11   9   1   4   3   8  15   6  12 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   9  13   1   8   7   4  15  12   6   5  14   2  11  10   3 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  15   9   5  13   4  14  10   7  11   8   2  12   6   1   3 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   3   1   4   9   6  12   5  11  15  13   7  10   8   2  14 => ALICE
  -3   2  -3   2   2   2  -3  -3  -3  -3  -3  -3  -3  -3  -3
   4  15   6  14  12   8   5  10   3   9   1  13   2   7  11 => ALICE
  -3  -3  -3  -3  -3   2  -3  -3   2   2   2   2   2  -3  -3
  13   8   9   1   6  15   2   7  14  12  11  10   5   3   4 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
   2   3   4  14   7  11  13   6  12   1  10   9  15   8   5 => BOB
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   3   8   2  13   1   7  12  15  10   4   6   9   5  14  11 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   5  11   1  14   2   8  10   7  13   9  12   3   6   4  15 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3   2   2  -3
   8   1   2   6  12   7   5  15   9  13  10  11   4   3  14 => ALICE
  -3  -3   2  -3  -3  -3   2   2   2   2   2   2   2   2   2
  10   4  13   8   3   1  11   5   9   6   7  12  14   2  15 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  12   4   9  13  14   8   5  11   1  15   6   3   2  10   7 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   3  10   8   1   9   6  15  14   7  11   5   2  12   4  13 => ALICE
  -3  -3  -3  -3  -3   2   2   2   2  -3  -3  -3  -3  -3   2
   8   2  13   1   6  15  14  12  10   7   9   3   4   5  11 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  14  11  12  13   1   7   8  15   6   3   5   9   4   2  10 => BOB
   2   2   2   2   2  -3   2  -3   2  -3  -3  -3  -3   2  -3
  14   4   7   6   9  11   3  15   2  13   5  10   8   1  12 => ALICE
  -3   2  -3  -3  -3   2   2  -3  -3  -3  -3   2   2  -3   2
   6  15   2   9  11   7   5  13   8   1  12   4  14  10   3 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   7   1   5   9   2  10  11  15  13   8  14  12   3   4 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   8   7  11  12   4   3   1  13  14   2   9  15  10   6   5 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  12   4   5   2   1  13   6   7   3   9  11  10  14  15   8 => ALICE
   2   2   2   2  -3   2  -3   2  -3   2   2  -3  -3   2   2
  14   7   6   2  13   4  10   3  15   1   5  12  11   8   9 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   7   8   3  14   2  13   1  15  12   5   9   4   6  11  10 => ALICE
  -3  -5  -3  -5  -5  -3  -3  -5  -3  -3  -5  -3  -3  -5  -5
  14   3  13  10  12   9   8  11   6   4  15   2   1   5   7 => BOB
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   1   6  13   9   4   2  14   5  15  10   3   8   7  12  11 => ALICE
  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3   2  -3  -3   2
  11  14  10   4   5  12   7   8   3   6   9   2  15  13   1 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  12   5   8   6  13  11  14   9   1   2  15   3   7  10   4 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
   6   4   3  13  12  11   1  10   5  14  15   9   2   7   8 => ALICE
   2   2  -3  -3  -3   2  -3  -3  -3   2   2  -3   2  -3  -3
  10   9   6  15   8   5  14   2  13   4   3  12   1  11   7 => ALICE
  -3  -3   2   2   2  -3  -3  -3  -3  -3  -3  -3  -3  -3  -3
  11  13  10   9   8  14  12   4   2  15   1   6   5   7   3 => ALICE
   2  -3  -3   2   2   2  -3  -3   2  -3   2  -3   2  -3   2
   6   9   7  13  12  10   2   1   8   4  14   5  15  11   3 => ALICE
   2   2   2   2   2   2   2   2   2   2   2   2   2   2   2
  10  12  15  13   9   2  11   1   4   5  14   6   8   3   7 => ALICE
   2  -3  -3   2   2  -3  -3   2   2  -3  -3  -3  -3  -3  -3
  13   2   3  11   9   4  14   8   7   1   5  15   6  12  10 => ALICE
